"Género","Municipio de Nacimiento","País","Municipio Dirección","Barrio Dirección","Estrato","Estado civil","EPS","Grupo Sisben","Zona","Nivel de formación","Ocupación","Medio de Transporte","Multiculturalidad","Estado","Fecha de Matrícula","Jornada","Programa","Período","Nivel","Edad"
"Masculino","Medellín","Colombia","Medellín","Las Palmas","3","Soltero(a)","Coomeva EPS","Sin respuesta","Rural","Básica secundaria","Estudiante básica","Público Bus o Buseta","No aplica","Graduado","2018-01-30T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MERCADEO Y VENTAS","2018 - MT","DÉCIMO","19"
"Masculino","Envigado","Colombia","Itagui","San Pio X","3","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Postgrado","Empleado","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","DIURNA","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2015-2","SEMESTRE 2","30"
"Masculino","Envigado","Colombia","Envigado","La Paz","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Desempleado","A Pie","No aplica","Cancelado","2018-01-22T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2018-1","SEMESTRE 1","28"
"Masculino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","A Pie","No aplica","Cancelado","2020-02-29T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021 - MT","ONCE","20"
"Femenino","Magangué","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","Afrodescendiente","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Sin respuesta","Colombia","Envigado","Los Naranjos","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Independiente","Público Bus o Buseta","Cabeza de familia","Inactivo","2017-05-30T10:00:00Z","NOCHE","15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos)","2017-2","SEMESTRE 1","68"
"Femenino","Envigado","Colombia","Envigado","El Dorado","4","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","Carro Particular","No aplica","Activo","2021-09-09T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Medellín","Colombia","Envigado","El Dorado","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Peatón","No aplica","Sancionado","2019-02-06T10:00:00Z","NOCHE","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2019-1","SEMESTRE 1","23"
"Masculino","Medellín","Colombia","Medellín","12 De Octubre","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante básica","Sin respuesta","No aplica","Graduado","2015-02-03T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2016-1","SEMESTRE 2","29"
"Femenino","Medellín","Colombia","Envigado","Alcalá","3","Casado(a)","MEDIMAS","D9","Urbana","Media","Estudiante básica","Peatón","Cabeza de familia","Graduado","2021-02-15T10:00:00Z","NOCHE","07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES","2021-2","SEMESTRE 1","43"
"Masculino","Medellín","Colombia","Envigado","Alcalá","3","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Sancionado","2020-01-08T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2020-1","SEMESTRE 1","19"
"Femenino","Envigado","Colombia","Envigado","Las Orquídeas","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Básica primaria","Estudiante básica","Peatón","No aplica","Graduado","2018-02-05T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS","2018-2","SEMESTRE 2","21"
"Femenino","Bello","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","C18","Urbana","Básica secundaria","Desempleado","A Pie","No aplica","Activo","2021-02-01T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2021-2","SEMESTRE 2","22"
"Masculino","Envigado","Colombia","Envigado","Sin respuesta","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2016-01-19T10:00:00Z","NOCHE","15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos)","2017-1","SEMESTRE 2","24"
"Masculino","Medellín","Colombia","Envigado","El Dorado","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","Público Taxi","No aplica","Inactivo","2016-01-15T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2016-2","SEMESTRE 2","23"
"Femenino","Envigado","Colombia","Envigado","Barrio Mesa","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Media","Empleado","Peatón","No aplica","Sancionado","2016-05-10T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2017-1","SEMESTRE 1","25"
"Femenino","Itagui","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","C9","Rural","Media","Empleado","Público Bus o Buseta","No aplica","Activo","2021-07-27T10:00:00Z","NOCHE","23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS","2022-1","SEMESTRE 2","22"
"Femenino","Envigado","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Sin estado",,"MEDIA TÉCNICA","MEDIA TÉCNICA MERCADEO Y VENTAS",,,"23"
"Femenino","Sin respuesta","Colombia","Envigado","Sin respuesta","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-06-21T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2014-2","SEMESTRE 1","27"
"Femenino","Envigado","Colombia","Envigado","Alcalá","3","Casado(a)","EPS Sura","B1","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Inactivo","2021-02-05T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2021-2","SEMESTRE 2","51"
"Masculino","Medellín","Colombia","Envigado","El Trianón","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Empleado","A Pie","No aplica","Graduado","2019-01-03T10:00:00Z","NOCHE","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2019-2","SEMESTRE 2","32"
"Femenino","Envigado","Colombia","Envigado","Alto De Misael","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana - rural","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2020-08-20T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2021-2","SEMESTRE 2","19"
"Masculino","Medellín","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2018-02-02T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS","2016 - MT","ONCE","23"
"Masculino","Envigado","Colombia","Envigado","San Rafael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Metro","No aplica","Graduado","2019-01-17T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2019-2","SEMESTRE 2","21"
"Femenino","Itagui","Colombia","Envigado","Alto De Misael","1","Casado(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Graduado","2016-10-07T10:00:00Z","DIURNA","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2017-1","SEMESTRE 2","41"
"Masculino","Medellín","Colombia","Envigado","San José","2","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Desempleado","A Pie","No aplica","Cancelado","2018-01-19T10:00:00Z","DIURNA","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2018-1","SEMESTRE 1","22"
"Femenino","Medellín","Colombia","Envigado","Zona Centro","3","Soltero(a)","Salud Total EPS","C3","Urbana","Media","Estudiante superior","A Pie","No aplica","Inactivo","2021-01-28T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2021-2","SEMESTRE 2","19"
"Femenino","Itagui","Colombia","Envigado","Uribe Ángel","1","Soltero(a)","Cafesalud  EPS","Sin respuesta","Urbana","Pregrado","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-11-01T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2017-2","SEMESTRE 2","39"
"Femenino","Medellín","Colombia","Envigado","Alcalá","3","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2019-01-16T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2020-1","SEMESTRE 2","23"
"Femenino","Medellín","Colombia","Envigado","Alcalá","2","Soltero(a)","Ecopsos","Sin respuesta","Rural","Básica secundaria","Empleado","Peatón","No aplica","Inactivo","2021-08-10T10:00:00Z","NOCHE","07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES","2021-2","SEMESTRE 1","21"
"Femenino","Florencia","Colombia","Envigado","La Mina","3","Soltero(a)","No Aplica","C7","Urbana","Media","Empleado","Público Bus o Buseta","Cabeza de familia","Activo","2022-02-08T10:00:00Z","NOCHE","07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES","2022-1","SEMESTRE 1","46"
"Masculino","Vegachí","Colombia","Itagui","Sin respuesta","1","Unión libre","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Graduado","2015-06-24T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2016-1","SEMESTRE 2","39"
"Femenino","Envigado","Colombia","Envigado","Barrio Mesa","3","Casado(a)","Susalud","C12","Urbana","Pregrado","Estudiante superior","A Pie","No aplica","Inactivo",,,,,,"47"
"Masculino","Itagui","Colombia","Itagui","Sin respuesta","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Femenino","Medellín","Colombia","Envigado","Alcalá","3","Casado(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2018-11-13T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2019-2","SEMESTRE 2","50"
"Masculino","Sin respuesta","Colombia","Sabaneta","Sin respuesta","3","Casado(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-06-21T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2015-2","SEMESTRE 2","36"
"Masculino","Bello","Colombia","Envigado","Alcalá","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Bicicleta","No aplica","Cancelado","2019-01-29T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-1","SEMESTRE 1","26"
"Masculino","Envigado","Colombia","Envigado","Alto De Misael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Sin respuesta","No aplica","Inactivo","2020-03-10T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS","2021 - MT","ONCE","17"
"Femenino","Envigado","Colombia","Envigado","El Chocho",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Desertor","2018-02-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS","2017 - MT","DÉCIMO","20"
"Masculino","Medellín","Colombia","Medellín","Las Palmas","3","Soltero(a)","EPS Sura","Sin respuesta","Rural","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-02-29T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MERCADEO Y VENTAS","2021 - MT","ONCE","17"
"Femenino","Medellín","Colombia","Envigado","La Magnolia","3","Soltero(a)","Suramericana","C2","Urbana","Media","Desempleado","Peatón","No aplica","Activo","2021-01-31T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2021-2","SEMESTRE 2","28"
"Femenino","Envigado","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Graduado","2016-11-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA PANADERIA","2016-1","ONCE","25"
"Femenino","Itagui","Colombia","Envigado","San Rafael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Sancionado","2018-05-18T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2019-1","SEMESTRE 2","31"
"Femenino","La Unión","Colombia","Envigado","La Magnolia","3","Unión libre","SISBEN","Sin respuesta","Urbana","Media","Desempleado","A Pie","No aplica","Graduado","2015-12-22T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2016-2","SEMESTRE 2","32"
"Femenino","Medellín","Colombia","Envigado","Primavera",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-10-26T10:00:00Z","DIURNA","EXTENSIÓN WORD AVANZADO VIRTUAL","2020-2","SEMESTRE 1","51"
"Masculino","Envigado","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","EPS Sura","C6","Urbana","Media","Desempleado","A Pie","No aplica","Activo","2021-07-27T10:00:00Z","DIURNA","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2022-1","SEMESTRE 2","20"
"Femenino","Envigado","Colombia","Envigado","Los Naranjos","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Independiente","A Pie","Cabeza de familia","Graduado","2018-12-21T10:00:00Z","NOCHE","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2019-1","SEMESTRE 1","53"
"Masculino","Envigado","Colombia","Envigado","Las Orquídeas","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Peatón","No aplica","Graduado","2016-01-06T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016-2","SEMESTRE 2","25"
"Masculino","Medellín","Colombia","Envigado","La Magnolia","4","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Bicicleta","No aplica","Graduado","2018-02-09T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-1","SEMESTRE 2","20"
"Femenino","Envigado","Colombia","Envigado","Alto De Misael","1","Soltero(a)","No Aplica","A1","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-08-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Envigado","Colombia","Envigado","San José","4","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2016-01-06T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2016-1","SEMESTRE 1","52"
"Femenino","Medellín","Colombia","Medellín","El Porvenir","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","15"
"Femenino","Envigado","Colombia","Envigado","Barrio Mesa",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-24T10:00:00Z","DIURNA","EXTENSION HERRAMIENTAS TICS","2020-2","SEMESTRE 1","62"
"Femenino","Itagui","Colombia","Itagui","Balcones De Sevilla","2","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Independiente","Moto","Cabeza de familia","Graduado","2019-05-29T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2020-1","SEMESTRE 2","32"
"Masculino","Medellín","Colombia","Medellín","Sin respuesta","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Moto","No aplica","Graduado","2017-01-12T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2019-2","SEMESTRE 2","26"
"Masculino","Medellín","Colombia","Envigado","La Magnolia","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Independiente","Moto","No aplica","Inactivo","2016-12-05T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018-1","SEMESTRE 2","37"
"Femenino","Sin respuesta","Colombia","Envigado","El Dorado","3","Soltero(a)","EPS Sura","N0","Urbana","Básica secundaria","Independiente","Público Bus o Buseta","No aplica","Inactivo","2021-02-11T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021-2","SEMESTRE 2","23"
"Femenino","Sogamoso","Colombia","Envigado","Alto De Misael",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-10-12T10:00:00Z","DIURNA","EXTENSIÓN MANIPULACIÓN DE ALIMENTOS","2020-2","SEMESTRE 1","28"
"Masculino","Medellín","Colombia","Envigado","La Mina","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Medellín","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","Empresas Publicas de Medellin departamento Medico","C16","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Activo","2019-06-25T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2022-1","SEMESTRE 2","20"
"Masculino","Envigado","Colombia","Envigado","Los Naranjos","3","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2015-2","SEMESTRE 2","29"
"Femenino","Yarumal","Colombia","Medellín","El Salado","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","A Pie","No aplica","Aplazamiento Semestre","2018-12-20T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2019-2","SEMESTRE 2","34"
"Femenino","Medellín","Colombia","Envigado","San José","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Cancelado","2017-12-15T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 1","46"
"Femenino","Envigado","Colombia","Envigado","Jardines","3","Soltero(a)","EPS Sura","C7","Urbana - rural","Media","Independiente","Público Bus o Buseta","No aplica","Activo","2022-01-21T10:00:00Z","NOCHE","21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS","2022-1","SEMESTRE 1","25"
"Masculino","Sin respuesta","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","B2","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Activo","2021-09-09T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Medellín","Colombia","Envigado","Sin respuesta","5","Soltero(a)","EPS Sura","N0","Urbana","Básica primaria","Estudiante superior","Carro Particular","No aplica","Activo","2021-01-28T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2021-2","SEMESTRE 2","19"
"Femenino","Medellín","Colombia","Envigado","Alcalá","3","Unión libre","No Aplica","Sin respuesta","Urbana","Media","Independiente","Sin respuesta","No aplica","Graduado","2016-08-11T10:00:00Z","NOCHE","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2016-2","SEMESTRE 1","53"
"Femenino","Medellín","Colombia","Envigado","La Mina","2","Unión libre","Salud Total EPS","Sin respuesta","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","No aplica","Graduado","2017-01-06T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2018-2","SEMESTRE 2","41"
"Masculino","Itagui","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2016-01-12T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016-2","SEMESTRE 2","23"
"Masculino","Medellín","Colombia","Envigado","El Dorado","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Particular Automóvil","No aplica","Inactivo","2020-08-18T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","17"
"Masculino","Envigado","Colombia","Envigado","El Trianón","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Particular Motocicleta","No aplica","Inactivo","2018-01-17T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2018-1","SEMESTRE 1","32"
"Femenino","Envigado","Colombia","Envigado","Alcalá","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Medellín","Colombia","Medellín","Alcalá","3","Soltero(a)","EPS Sura","Sin respuesta","Rural","Básica primaria","Estudiante básica","A Pie","No aplica","Graduado","2020-01-30T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2021-1","SEMESTRE 2","18"
"Femenino","Medellín","Colombia","Envigado","Barrio Mesa",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-22T10:00:00Z","DIURNA","EXTENSIÓN EXCEL AVANZADO","2020-2","SEMESTRE 1","30"
"Masculino","Medellín","Colombia","Envigado","Alto De Misael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Inactivo","2019-11-21T10:00:00Z","MEDIA TÉCNICA","PROYECTOS FORMATIVOS MEDIA TECNICA","2018 - MT","ONCE","19"
"Masculino","Medellín","Colombia","Envigado","La Sebastiana","2","Soltero(a)","No Aplica","C8","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","No aplica","Activo","2022-02-08T10:00:00Z","NOCHE","12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO","2022-1","SEMESTRE 1","26"
