"Género","Municipio de Nacimiento","País","Municipio Dirección","Barrio Dirección","Estrato","Estado civil","EPS","Grupo Sisben","Zona","Nivel de formación","Ocupación","Medio de Transporte","Multiculturalidad","Estado","Fecha de Matrícula","Jornada","Programa","Período","Nivel","Edad"
"Femenino","Medellín","Colombia","Envigado","Zona Centro","3","Soltero(a)","EPS Sura","C1","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2017-07-11T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2019-1","SEMESTRE 2","22"
"Femenino","Medellín","Colombia","Envigado","San Rafael","2","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-05-20T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2017-1","SEMESTRE 2","38"
"Masculino","Montebello","Colombia","Envigado","Sin respuesta","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Independiente","Público Bus o Buseta","No aplica","Graduado","2017-12-22T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2018-2","SEMESTRE 2","50"
"Masculino","Medellín","Colombia","Envigado","Barrio Obrero","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2019-06-28T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2019-2","SEMESTRE 1","25"
"Femenino","Medellín","Colombia","Envigado","El Trianón","3","Separado(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Empleado","A Pie","No aplica","Inactivo","2016-01-23T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2017-1","SEMESTRE 2","36"
"Femenino","Montería","Colombia","Envigado","El Salado","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Desempleado","Sin respuesta","Cabeza de familia","Inactivo","2015-02-03T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2015- 1","SEMESTRE 1","44"
"Masculino","Envigado","Colombia","Envigado","San José","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Sin respuesta","Desempleado","Peatón","No aplica","Sin estado",,"NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)",,,"24"
"Masculino","Medellín","Colombia","Envigado","Sin respuesta","3","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Taxi","No aplica","Graduado","2016-01-21T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2017-1","SEMESTRE 2","41"
"Masculino","Envigado","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","EPS Sura","D21","Urbana","Media","Independiente","Peatón","No aplica","Activo","2022-02-10T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2022-1","SEMESTRE 1","29"
"Femenino","Briceño","Colombia","Envigado","San Rafael","3","Unión libre","Savia Salud","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2018-07-10T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2019-1","SEMESTRE 2","26"
"Masculino","Sin respuesta","Colombia","Envigado","Sin respuesta","2","Unión libre","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-06-21T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2015-2","SEMESTRE 2","41"
"Masculino","Guadalupe","Colombia","Medellín","San Javier","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-07-09T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2016-1","SEMESTRE 2","26"
"Masculino","Neiva","Colombia","Envigado","Barrio Obrero","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Peatón","No aplica","Cancelado","2020-01-24T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2020-1","SEMESTRE 1","39"
"Femenino","Medellín","Colombia","Envigado","La Paz","2","Soltero(a)","No Aplica","A1","Urbana","Básica secundaria","Empleado","Moto","No aplica","Activo","2017-06-05T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2021-2","SEMESTRE 2","25"
"Masculino","Medellín","Colombia","Envigado","El Dorado","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Estudiante básica","Sin respuesta","No aplica","Inactivo","2018-02-02T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS","2016 - MT","ONCE","23"
"Masculino","Envigado","Colombia","Medellín","Sin respuesta","2","Unión libre","EPS Sura","Sin respuesta","Urbana","Sin respuesta",,"Moto","Cabeza de familia","Sin estado",,"NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)",,,"28"
"Masculino","Medellín","Colombia","Medellín","Sin respuesta","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media",,"Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","DIURNA","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2016-2","SEMESTRE 2","30"
"Masculino","Envigado","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2015- 1","SEMESTRE 1","29"
"Masculino","Envigado","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Peatón","No aplica","Graduado","2016-08-01T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2017-1","SEMESTRE 2","23"
"Femenino","Medellín","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-27T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Tuluá","Colombia","Envigado","La Magnolia","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Activo","2021-09-07T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","16"
"Femenino","Betania","Colombia","Envigado","La Mina","2","Separado(a)","Sanitas EPS","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2015-07-21T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2016-1","SEMESTRE 2","58"
"Femenino","Unguía","Colombia","Envigado","San José","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","Cabeza de familia","Graduado","2016-12-23T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2018-1","SEMESTRE 2","45"
"Femenino","Envigado","Colombia","Envigado","Las Orquídeas","2","Unión libre","EPS Sura","D1","Urbana","Media","Empleado","A Pie","No aplica","Activo","2021-07-31T10:00:00Z","NOCHE","14T-TÉCNICO LABORAL EN CONTABILIDAD","2022-1","SEMESTRE 2","34"
"Masculino","San Rafael","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2021-07-21T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2021-2","SEMESTRE 1","24"
"Femenino","Sabaneta","Colombia","Sabaneta","La Doctora","3","Separado(a)","Salud Total EPS","N0","Urbana","Media","Estudiante básica","Público Bus o Buseta","No aplica","Activo","2022-02-12T10:00:00Z","DIURNA","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2022-1","SEMESTRE 1","18"
"Femenino","Caldas","Colombia","Envigado","Loma Del Barro","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Cancelado","2017-01-13T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2017-1","SEMESTRE 1","22"
"Femenino","Itagui","Colombia","Medellín","Limonar Ii","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","Desplazado","Inactivo","2015-11-11T10:00:00Z","NOCHE","MIN TRABAJO INICIAL","2015-2","MÓDULO INICIAL","31"
"Masculino","Medellín","Colombia","Envigado","San José","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Bicicleta","No aplica","Graduado","2018-11-28T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2019-2","SEMESTRE 2","32"
"Masculino","Envigado","Colombia","Envigado","Las Orquídeas","2","Soltero(a)","EPS Sura","A2","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2020-01-14T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2021-1","SEMESTRE 2","24"
"Masculino","Sin respuesta","Colombia","Medellín","Sin respuesta","3","Sin Respuesta","Coomeva EPS","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2020-07-23T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Envigado","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Independiente","A Pie","No aplica","Sancionado","2020-01-14T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2020-2","SEMESTRE 2","27"
"Femenino","La Dorada","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","Cafesalud  EPS","Sin respuesta","Urbana","Media","Estudiante básica","Público Bus o Buseta","No aplica","Graduado","2017-05-04T10:00:00Z","DIURNA","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2018-2","SEMESTRE 2","21"
"Masculino","Vistahermosa","Colombia","Medellín","Enciso","1","Soltero(a)","No Aplica","Sin respuesta","Urbana","Básica secundaria","Desempleado","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","DIURNA","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2015-2","SEMESTRE 2","24"
"Masculino","Guaicaipuro (Los Teques)","Colombia","Envigado","El Chinguí","2","Soltero(a)","Salud Total EPS","C4","Urbana - rural","Media","Empleado","Público Bus o Buseta","No aplica","Sancionado","2021-08-02T10:00:00Z","NOCHE","22T-TÉCNICO LABORAL EN MARKETING DIGITAL","2021-2","SEMESTRE 1","20"
"Masculino","Medellín","Colombia","Envigado","El Dorado","4","Soltero(a)","Coomeva EPS","D1","Urbana","Media","Estudiante superior","A Pie","No aplica","Activo","2021-07-31T10:00:00Z","NOCHE","21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS","2022-1","SEMESTRE 2","19"
"Femenino","Medellín","Colombia","Envigado","La Mina","2","Casado(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-05-10T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2017-1","SEMESTRE 2","50"
"Masculino","Medellín","Colombia","Envigado","El Trianón","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","No aplica","Sancionado","2017-05-08T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2017-2","SEMESTRE 1","31"
"Femenino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2016-08-12T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 2","28"
"Masculino","Sincelejo","Colombia","Envigado","Barrio Mesa","4","Soltero(a)","Salud Total EPS","B","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-08-31T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","16"
"Masculino","Itagui","Colombia","Itagui","Samaria","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","No aplica","Graduado","2017-01-24T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2017-2","SEMESTRE 2","29"
"Femenino","Medellín","Colombia","Envigado","La Magnolia",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-16T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","45"
"Masculino","Medellín","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Bicicleta","No aplica","Sancionado","2019-07-03T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2020-1","SEMESTRE 2","32"
"Femenino","Medellín","Colombia","Medellín","El Salado","2","Soltero(a)","COOSALUD EPS","Sin respuesta","Rural","Sin respuesta","Desempleado","Público Bus o Buseta","No aplica","Inactivo",,,,,,"21"
"Masculino","Medellín","Colombia","Envigado","Zona Centro","3","Soltero(a)","SISBEN","Sin respuesta","Rural","Básica secundaria","Desempleado","A Pie","No aplica","Graduado","2016-02-03T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 2","27"
"Femenino","Medellín","Colombia","Medellín","Villatina","1","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Inactivo","2015-11-12T10:00:00Z","NOCHE","MIN TRABAJO INICIAL","2015-2","SEMESTRE 1","30"
"Femenino","Concordia","Colombia","Envigado","El Salado","3","Soltero(a)","EPS Sura","C10","Urbana - rural","Básica secundaria","Desempleado","Público Metro","No aplica","Cancelado","2021-07-31T10:00:00Z","NOCHE","13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL","2021-2","SEMESTRE 1","18"
"Masculino","Sin respuesta","Colombia","Sabaneta","Sabaneta","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Básica secundaria",,"Sin respuesta","No aplica","Inactivo","2016-01-14T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2016-2","SEMESTRE 2","30"
"Femenino","Sin respuesta","Sin respuesta",,"Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-22T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","57"
"Femenino","Envigado","Colombia","Envigado","Alcalá","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Independiente","A Pie","No aplica","Graduado","2016-06-16T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2017-2","SEMESTRE 2","56"
"Femenino","Sin respuesta","Colombia","Envigado","La Mina","2","Separado(a)","Coomeva EPS","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","Público Bus o Buseta","Desplazado, Cabeza de familia","Cancelado","2017-11-02T10:00:00Z","NOCHE","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2018-1","SEMESTRE 1","56"
"Masculino","Itagui","Colombia","Envigado","El Salado","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante básica","Bicicleta","No aplica","Aplazamiento Semestre","2021-02-03T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2021-1","SEMESTRE 1","20"
"Masculino","Medellín","Colombia","Envigado","Barrio Obrero","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2016-08-05T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2016-2","SEMESTRE 1","29"
"Masculino","Yarumal","Colombia","Envigado","El Trianón","3","Casado(a)","Cafesalud  EPS","Sin respuesta","Urbana","Media","Empleado","Moto","Desplazado","Graduado","2016-12-09T10:00:00Z","DIURNA","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2018-1","SEMESTRE 2","29"
"Masculino","Medellín","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Cancelado","2019-02-23T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019 - MT","ONCE","18"
"Masculino","Itagui","Colombia","Envigado","Sin respuesta","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Desempleado","Otro","No aplica","Graduado","2015-02-03T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016-1","SEMESTRE 2","26"
"Masculino","Medellín","Colombia","Envigado","Alcalá","3","Soltero(a)","EPS Sura","C17","Urbana","Media","Desempleado","A Pie","No aplica","Inactivo","2021-02-02T10:00:00Z","NOCHE","22T-TÉCNICO LABORAL EN MARKETING DIGITAL","2021-2","SEMESTRE 2","34"
"Femenino","Istmina","Colombia","Envigado","La Paz","3","Soltero(a)","Cooperativa de Salud Comunitaria COMPARTA","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","Afrodescendiente","Graduado","2016-01-19T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2017-1","SEMESTRE 2","26"
"Femenino","Montelíbano","Colombia","Envigado","Las Flores",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-18T10:00:00Z","DIURNA","EXTENSIÓN MANIPULACIÓN DE ALIMENTOS","2020-2","SEMESTRE 1","58"
"Masculino","Bogotá","Colombia","Bello","El Trapiche",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-23T10:00:00Z","DIURNA","EXTENSIÓN HERRAMIENTAS TICS MEDIO","2020-2","SEMESTRE 1","40"
"Masculino","Medellín","Colombia","Envigado","Los Naranjos","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","D2","Urbana","Media","Desempleado","A Pie","No aplica","Activo","2022-02-03T10:00:00Z","DIURNA","14T-TÉCNICO LABORAL EN CONTABILIDAD","2022-1","SEMESTRE 1","18"
"Femenino","Medellín","Colombia","Medellín","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2016-11-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016-1","ONCE","26"
"Femenino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Aplazamiento Semestre","2016-05-04T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2016-2","SEMESTRE 1","35"
"Femenino","Envigado","Colombia","Envigado","Alto De Misael","2","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-08-31T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Medellín","Colombia","Envigado","San Rafael","2","Unión libre","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Inactivo","2018-11-27T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-2","SEMESTRE 2","36"
"Femenino","Envigado","Colombia","Envigado","Las Flores","2","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Básica secundaria","Desempleado","A Pie","No aplica","Sancionado","2020-01-31T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2020-1","SEMESTRE 1","21"
"Masculino","San Rafael","Colombia","Envigado","El Salado","2","Soltero(a)","EPS Sura","Sin respuesta","Rural","Básica secundaria","Empleado","Bicicleta","Desplazado","Inactivo","2017-05-31T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2017-2","SEMESTRE 1","25"
"Femenino","Medellín","Colombia","Envigado","Barrio Obrero","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante básica","A Pie","No aplica","Graduado","2015-05-20T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2015-2","SEMESTRE 2","26"
"Femenino","Medellín","Colombia","Envigado","El Trianón","3","Soltero(a)","SISBEN","N0","Urbana","Media","Independiente","Bicicleta","No aplica","Graduado","2019-07-02T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2020-1","SEMESTRE 2","29"
"Femenino","Envigado","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante básica","A Pie","No aplica","Inactivo","2017-01-18T10:00:00Z","DIURNA","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2017-1","SEMESTRE 1","24"
"Masculino","Medellín","Colombia","Envigado","Vereda - El Escobero","5","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Particular Motocicleta","No aplica","Inactivo","2016-06-29T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2017-1","SEMESTRE 2","23"
"Femenino","Medellín","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Cancelado","2016-05-17T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2016-2","SEMESTRE 1","48"
"Masculino","Envigado","Colombia","Envigado","Alto De Misael","3","Soltero(a)","EPS Sura","D9","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","No aplica","Activo","2021-07-31T10:00:00Z","DIURNA","18T-TÉCNICO LABORAL EN GASTRONOMÍA","2022-1","SEMESTRE 2","22"
"Femenino","Medellín","Colombia","Las Palmas","Sin respuesta","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","Público Bus o Buseta","No aplica","Graduado","2016-01-22T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2017-1","SEMESTRE 2","24"
"Femenino","Itagui","Colombia","Envigado","Las Antillas","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","Particular Automóvil","No aplica","Inactivo","2018-02-07T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2017 - MT","DÉCIMO","20"
"Femenino","Medellín","Colombia","Envigado","El Salado","1","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Sancionado","2021-02-06T10:00:00Z","NOCHE","14T-TÉCNICO LABORAL EN CONTABILIDAD","2021-1","SEMESTRE 1","21"
"Femenino","Envigado","Colombia","Envigado","Alcalá","3","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-09-09T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Masculino","Medellín","Colombia","Envigado","La Paz","3","Soltero(a)","Savia Salud","C13","Urbana","Media","Desempleado","A Pie","No aplica","Activo","2022-01-21T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2022-1","SEMESTRE 1","18"
"Femenino","Envigado","Colombia","Envigado","El Trianón","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Cancelado","2016-07-13T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2017-1","SEMESTRE 1","52"
"Femenino","Envigado","Colombia","Envigado","La Sebastiana","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2018-01-23T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2018-1","SEMESTRE 1","25"
"Masculino","Itagui","Colombia","Envigado","Las Flores","3","Soltero(a)","EPS Sura","A3","Urbana","Media","Estudiante superior","Moto","No aplica","Activo","2022-01-26T10:00:00Z","DIURNA","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2022-1","SEMESTRE 1","21"
"Masculino","Medellín","Colombia","Medellín","San Antonio De Prado","3","Soltero(a)","EPS Sura","Sin respuesta","Rural","Media","Empleado","Particular Motocicleta","No aplica","Inactivo","2019-02-05T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2019-2","SEMESTRE 2","26"
